thread_id,text,tag
14244161,"A castle is surrounded by a circular wall with $9$ towers which are guarded by knights during the night. Every hour the castle clock strikes and the guards shift to the neighboring towers, each guard always moves in the same direction (either clockwise or counterclockwise). Given that (i) during the night each knight guards every tower (ii) at some hour each tower was guarded by at least two knights (iii) at some hour exactly $5$ towers were guarded by single knights, prove that at some hour one of the towers was unguarded.",['combinatorics']
14244185,"Let ${n \choose k}$ be the number of ways that $k$ objects can be chosen (regardless of order) from a set of $n$ objects. Prove that if positive integers k and l are greater than $1$ and less than $n$, then integers ${n \choose k}$ and ${n \choose l}$ have a common divisor greater than $1$.",['combinatorics']
14244214,"Several points on the plane are given, no three of them lie on the same line. Some of these points are connected by line segments. Assume that any line that does not pass through any of these points intersects an even number of these segments. Prove that from each point exits an even number of the segments.",['combinatorics']
14244227,"For each positive integer $n$, denote by $O(n)$ its greatest odd divisor. Given any positive integers $x_1 = a$ and $x_2 = b$, construct an innite sequence of positive integers as follows: $x_n = O(x_{n-1} + x_{n-2})$, where $n = 3,4,...$
(a) Prove that starting from some place, all terms of the sequence are equal to the same integer.
(b) Express this integer in terms of $a$ and $b$.",['number theory']
14244239,"Several zeros and ones are written down in a row. Consider all pairs of digits (not necessarily adjacent) such that the left digit is $1$ while the right digit is $0$. Let $M$ be the number of the pairs in which $1$ and $0$ are separated by an even number of digits (possibly zero), and let $N$ be the number of the pairs in which $1$ and $0$ are separated by an odd number of digits. Prove that $M \ge N$.",['combinatorics']
14244257,"A rectangle is dissected into several smaller rectangles. Is it possible that for each pair of these rectangles, the line segment connecting their centers intersects some third rectangle?",['geometry']
14244279,Each square of a $10\times 10$ board contains a chip. One may choose a diagonal containing an even number of chips and remove any chip from it. Find the maximal number of chips that can be removed from the board by these operations.,['combinatorics']
14244294,"Initially a number $6$ is written on a blackboard. At $n$-th step an integer $k$ on the blackboard is replaced by $k+gcd(k,n)$. Prove that at each step the number on the blackboard increases either by $1$ or by a prime number.",['number theory']
14246763,"Some squares of an $n \times n$ chessboard have been marked ($n \in N^*$). Prove that if the number of marked squares is at least $n\left(\sqrt{n} + \frac12\right)$, then there exists a rectangle whose vertices are centers of marked squares.",['combinatorics']
14246787,"The square $ABCD$ is divided into $n^2$ equal small (elementary) squares by parallel lines to its sides, (see the figure for the case $n = 4$). A spider starts from point$ A$ and moving only to the right and up tries to arrive at point $C$. Every ” movement” of the spider consists of: ”$k$ steps to the right and $m$ steps up” or ”$m$ steps to the right and $k$ steps up” (which can be performed in any way). The spider first makes $l$ ”movements” and in then, moves to the right or up without any restriction. If $n = m \cdot l$, find all possible ways the spider can approach the point $C$, where $n, m, k, l$ are positive integers with $k &lt; m$.
https://cdn.artofproblemsolving.com/attachments/2/d/4fb71086beb844ca7c492a30c7d333fa08d381.png",['combinatorics']
14246813,"A closed, non-self-intersecting broken line $L$ is drawn over a $(2n+1) \times (2n+1)$ chessboard in such a way that the set of L's vertices coincides with the set of the vertices of the board’s squares and every edge in $L$ is a side of some board square. All board squares lying in the interior of $L$ are coloured in red. Prove that the number of neighbouring pairs of red squares in every row of the board is even.",['combinatorics']
14246823,"Let $n$, $(n \geq3)$ be a positive integer and the polynomial $f(x)=(1+x) \cdot (1+2x) \cdot (1+3x) \cdot ... \cdot (1+nx)$ $= a_0+a_1 \cdot x+a_2 \cdot x^2+a_3 \cdot x^3+...+a_n \cdot x^n$. Show that the number $a_3$ divides the number $k=C^2_{n+1} \cdot (2 \cdot C^2_n \cdot C^2_{n+1}-3 \cdot a_2).$",['algebra']
14246830,"The cells of an $n \times n$ chessboard are coloured in several colours so that no $2\times 2$ square contains four cells of the same colour. A [i]proper path [/i] of length $m$ is a sequence $a_1,a_2,..., a_m$ of distinct cells in which the cells $a_i$ and $a_{i+1}$ have a common side and are coloured in different colours for all $1 \le i &lt; m$. Show that there exists a proper path of length $n$.",['combinatorics']
14246851,"Positive real numbers $a, b,c$ satisfy $ab + bc+ ca = 3$. Prove the inequality $$\frac{1}{4+(a+b)^2}+\frac{1}{4+(b+c)^2}+\frac{1}{4+(c+a)^2}\le \frac{3}{8}$$",['algebra']
14246860,In $\Delta ABC$ the angles $ABC$ and $ACB$ are acute. Let $M$ be the midpoint of $AB$. Point $D$ is on the half-line $(CB$ such that $ B \in (CD)$ and $\angle DAB= \angle BCM$. Perpendicular from $B$ to line $CD$ intersects the line bisector of $AB$ in $E$. Prove that $DE$ and $AC$ are perpendicular.,['geometry']
14246882,"Let $a, b, c$ and $d$ are positive real numbers so that $abcd = \frac14$. Prove that holds
$$\left( 16ac +\frac{a}{c^2b}+\frac{16c}{a^2d}+\frac{4}{ac}\right)\left( bd +\frac{b}{256d^2c}+\frac{d}{b^2a}+\frac{1}{64bd}\right) \ge \frac{81}{4}$$When does the equality hold?",['algebra']
14246907,"Let $n$ be a positive integer. Positive numbers $a$, $b$, $c$ satisfy $\frac{1}{a}+\frac{1}{b}+\frac{1}{c}=1$. Find the greatest possible value of $$E(a,b,c)=\frac{a^{n}}{a^{2n+1}+b^{2n} \cdot c + b \cdot c^{2n}}+\frac{b^{n}}{b^{2n+1}+c^{2n} \cdot a + c \cdot a^{2n}}+\frac{c^{n}}{c^{2n+1}+a^{2n} \cdot b + a \cdot b^{2n}}$$",['algebra']
14246938,"In a chess tournament each player played one match with every other player. It is known that all players have different scores. The player who is on the last place got $k$ points. What is the smallest number of wins that the first placed player got? (For the win $1$ point is given, for loss $0$ and for a draw both players get $0,5$ points.)",['combinatorics']
14248951,"A chessboard has 64 cells painted black and white in the usual way.
A bishop path is a sequence of distinct cells such that two consecutive cells have
exactly one common point. At least how many bishop paths can the set of all white
cells be divided into?",['combinatorics']
14249052,15 of the cells of a chessboard 8x8 are chosen.  We draw the segments which unite the centers of every two of the chosen squares.  Prove  that among these segments there are four segments which have the same length.,['combinatorics']
14249241,What is the minimum $n$ so that grid $nxn$ can be covered with equal number of 2x2 squares and angle triminoes (2x2 without one square),['combinatorics']
14249329,"Prove that:
a) there are infinitely many natural numbers of the form 3p + 1, p is positive integer , which can be
represented as the difference of 2 cubes of positive integers;
b) there are infinitely many natural numbers of the form 5q + 1, q is positive integer , which can be
represented as the difference of two cubes of positive integers.",['number theory']
14249386,Represent the polynomial $P(X) = X^{100} + X^{20} + 1$ as the product of 4  polynomials with integer coefficients.,['algebra']
14249428,"Let $m$ and $n$ be arbitrary positive integers, and
$a, b, c$ be different natural numbers of the form $2^m.5^n$.  Determine
the number of all equations of the form $ax^2-2bx+c=0$ if it is known that each equation
has only one real solution.",['number theory']
14249480,"Determine the smallest positive integer n for
that there are positive integers $x_1, x_2,.  .  .  , x_n$ so that each natural number from 1001 to 2021 inclusive can be written as sum of one or more different terms $x_i$ (i = 1, 2,..., n).",['combinatorics']
14249504,"Find all triplets (a, b, c) of positive integers so that
$a^2b$, $b^2c$ and $c^2a$ devide $a^3+b^3+c^3$",['number theory']
14249584,"Determine the smallest natural number $n =&gt;2$ with the property:
For every positive integers $a_1, a_2,.  .  .  , a_n$  the product of all  differences $a_j-a_i$,
$1 &lt;=i &lt;j &lt;=n$, is divisible by 2001.",['combinatorics']
14249614,"Let  a, b, c be natural numbers , so that c> b> a> 0. Show that, among any 2c consecutive natural numbers, there are three distinct numbers x, y, z
so abc divides xyz.",['number theory']
14249663,"Show that among any 39 consecutive natural numbers, there is a number whose sum of the digits is devisible by 11.",['number theory']
14249689,"Show that the numbers $18^n$ and $2^n + 18^n$ are having the same number of digits (as written in base 10), for every natural number $n$.",['number theory']
14249733,On the board is written a number with nine non-zero and distinct digits.  Prove that we can delete at most seven digits so that the number formed by the  digits left to be a perfect square.,['number theory']
14253722,"In regular tetrahedron $ABCD$, $E,F,G$ are midpoints of $AB,BC,CD$. Dihedral angle $C-FG-E$ is equal to
$\text{(A)}\arcsin\frac{\sqrt6}{3}\qquad\text{(B)}\frac{\pi}{2}+\arccos\frac{\sqrt3}{3}\qquad\text{(C)}\frac{\pi}{2}-\arctan{\sqrt2}\qquad\text{(D)}\pi-\text{arccot}\frac{\sqrt2}{2}$",['geometry']
14253758,"In the 27 points of a cube: 8 vertexes, 12 midpoints of edges, 6 centers of surfaces, and the center of the cube, the number of groups of three collinear points is
$\text{(A)}57\qquad\text{(B)}49\qquad\text{(C)}43\qquad\text{(D)}37$",['geometry']
14254180,"Complex number $z=\cos\theta+\text{i}\sin\theta(0\leq\theta\leq\pi)$. Points that three complex numbers $z,(1+\text{i})z,2\overline{z}$ refer to on complex plane are $P,Q,R$. When $P,Q,R$ are not collinear, $PQSR$ is a parallelogram. The longest distance between $S$ and the original point is________.",['geometry']
14254226,"If ellipse $x^2+4(y-a)^2=4$ and parabola $x^2=2y$ have intersections, then the range value of $a$ is________.",['geometry']
14254247,"In $\triangle ABC$, $\angle C=90^{\circ},\angle B=30^{\circ}, AC=2$. $M$ is the midpoint of $AB$. Fold up $\triangle ACM$ along $CM$, satisfying that $|AB|=2\sqrt2$. The volume of triangular pyramid $A-BCM$ is________.",['geometry']
14254332,"Parabola $y^2=2px$, two fixed points $A(a,b),B(-a,0)(ab\neq0,b^2\neq 2pa)$. $M$ is a point on the parabola, $AM$ intersects the parabola at $M_1$, $BM$ intersects the parabola at $M_2$.
Prove: When $M$ changes, line $M_1M_2$ passes a fixed point, and find the fixed point.",['geometry']
14254351,"Circumcenter and incentre of $\triangle ABC$ are $O,I$. $AD$ is the height on side $BC$. If $I$ is on line $OC$, prove that the radius of circumcircle and escribed circle (in \angle BAC) are equal.",['geometry']
14254417,"For positive integers $a,n$, define $F_n(a)=q+r$, where $a=qn+r$ ($q,r$ are nonnegative integers, $0\leq q&lt;n$). Find the largest integer $A$, there are positive integers $n_1,n_2,n_3,n_4,n_5,n_6$, for all positive integer $a\leq A$, $F_{n_6}(F_{n_5}(F_{n_4}(F_{n_3}(F_{n_2}(F_{n_1}(a))))))=1$.",['number theory']
14254746,"Prove that the polynomial $P (x) = (x^2- 8x + 25) (x^2 - 16x + 100) ... (x^2 - 8nx + 25n^2)- 1$, $n \in N^*$,
cannot be written as the product of two polynomials with integer coefficients of degree greater or equal to $1$.",['algebra']
14254761,"Find all positive integers $n$ such that there exist non-constant polynomials with integer coefficients $f_1(x),...,f_n(x)$ (not necessarily distinct) and $g(x)$ such that $$1 + \prod_{k=1}^{n}\left(f^2_k(x)-1\right)=(x^2+2013)^2g^2(x)$$",['algebra']
14254772,"Determine all positive integers$ n$ such that $f_n(x,y,z) = x^{2n} + y^{2n} + z^{2n} - xy - yz - zx$ divides $g_n(x,y, z) = (x - y)^{5n} + (y -z)^{5n} + (z - x)^{5n}$, as polynomials in $x, y, z$ with integer coefficients.",['algebra']
14254789,"Suppose that $k$ is a positive integer. A bijective map $f : Z \to Z$ is said to be $k$-[i]jumpy [/i] if $|f(z) - z| \le k$ for all integers $z$.
Is it that case that for every $k$, each $k$-jumpy map is a composition of $1$-jumpy maps?
[i]It is well known that this is the case when the support of the map is finite.[/i]",['algebra']
14254802,"Let $p$ be a prime number. Determine all triples $(a,b,c)$ of positive integers such that $a + b + c &lt; 2p\sqrt{p}$ and
$\frac{1}{a}+\frac{1}{b}+\frac{1}{c}=\frac{1}{p}$",['number theory']
14254805,"Determine all quadruplets ($x, y, z, t$) of positive integers, such that $12^x + 13^y - 14^z = 2013^t$.",['number theory']
14257732,Let $p$ be a prime number greater than $3$. Prove that the sum $1^{p+2} + 2^{p+2} + ...+ (p-1)^{p+2}$ is divisible by $p^2$.,['number theory']
14257784,Prove that there do not exist distinct prime numbers $p$ and $q$ and a positive integer $n$ satisfying the equation $p^{q-1}- q^{p-1}=4n^2$,['number theory']
14258218,Prove that there do not exist distinct prime numbers $p$ and $q$ and a positive integer $n$ satisfying the equation $p^{q-1}- q^{p-1}=4n^3$,['number theory']
14263247,"Points $A(1,2)$, a line that passes $(5,-2)$ intersects the parabola $y^2=4x$ at two points $B,C$. Then, $\triangle ABC$ is
$\text{(A)}$ an acute triangle
$\text{(B)}$ an obtuse triangle
$\text{(C)}$ a right triangle
$\text{(D)}$ not sure",['geometry']
14263255,"Positive integer $n$ is not larger than $2000$, and $n$ is equal to the sum of no less than sixty adjacent positive integers. Then number of such numbers is________.",['number theory']
14263322,"The bottom surface of triangular pyramid $S-ABC$ is a regular triangle. Projection of $A$ on plane $SBC$ is $H$, which is the orthocenter of $\triangle SBC$. If $H-AB-C=30^{\circ},SA=2\sqrt3$, then the volume of $S-ABC$ is________.",['geometry']
14263362,"In convex quadrilateral $ABCD$, $\angle BAC=\angle CAD$. $E$ lies on segment $CD$, $BE$ and $AC$ intersect at $F,$ $DF$ and $BC$ intersect at $G.$ Prove that $\angle GAC=\angle EAC$.",['geometry']
14263540,"$A(-1,1)$, $B,C$ are points on hyperbola $x^2-y^2=1$. If $\triangle ABC$ is a regular triangle, then the area of $\triangle ABC$ is
$\text{(A)}\frac{\sqrt3}{3}\qquad\text{(B)}\frac{3\sqrt3}{2}\qquad\text{(C)}3\sqrt3\qquad\text{(D)}6\sqrt3\qquad$",['geometry']
14263554,"The shortest distance from an integral point to line $y=\frac{5}{3}x+\frac{4}{5}$ is
$\text{(A)}\frac{\sqrt{34}}{170}\qquad\text{(B)}\frac{\sqrt{34}}{85}\qquad\text{(C)}\frac{1}{20}\qquad\text{(D)}\frac{1}{30}$",['geometry']
14263626,"Find all pairs of $(a,b)$ positive integers satisfying the equation:
$$\frac {a^3+b^3}{ab+4}=2020$$",['number theory']
14263647,"In a triangle $\triangle ABC$, $D$ and $E$ are respectively on $AB$ and $AC$ such that $DE\parallel BC$. $P$ is the intersection of $BE$ and $CD$. $M$ is the second intersection of $(APD)$ and $(BCD)$ ,  $N$ is the second intersection of $(APE)$ and $(BCE)$. $w$ is the circle passing through $M$ and $N$ and tangent to $BC$. Prove that the lines tangent to $w$ at $M$ and $N$ intersect on $AP$.",['geometry']
14263655,"Let $x,y,z$ be real numbers such that $0&lt;x,y,z&lt;1$. Find the minimum value of: $$\frac {xyz(x+y+z)+(xy+yz+zx)(1-xyz)}{xyz\sqrt {1-xyz}}$$",['algebra']
14263684,"Define $a_n$: the coefficient of then item $x$ in $(3-\sqrt{x})^n$, where $n$ is a positive integer. Then $\lim_{n\to\infty}\left(\frac{3^2}{a_2}+\frac{3^3}{a_3}+\cdots+\frac{3^n}{a_n}\right)=$________.",['algebra']
14263842,"Two distinct positive integers are called [i]close [/i] if their greatest common divisor equals their difference. Show that for any $n$, there exists a set $S$ of $n$ elements such that any two elements of $S$ are close.",['number theory']
14263848,"Suppose that $a$ and $b$ are integers. Prove that there are integers $c$ and $d$ such that $a+b+c+d=0$ and $ac+bd=0$, if and only if $a-b$ divides $2ab$.",['number theory']
14264928,"Let $n\ge  2$ be a given integer. Determine all sequences $x_1,...,x_n$ of positive rational numbers such that
$x_1^{x_2}=x_2^{x_3}=...=x_{n-1}^{x_n}=x_n^{x_1}$",['number theory']
14265502,"The incircle $\omega$ of triangle $ABC$ touches its sides $BC, CA$ and $AB$ at points $D, E$ and $E$, respectively. Point $G$ lies on circle $\omega$  in such a way that $FG$ is a diameter. Lines $EG$ and $FD$ intersect at point $H$. Prove that $AB \parallel CH$.",['geometry']
14265590,"In the acute-angled triangle $ABC$ on the sides $AC$ and $BC$, points $D$ and $E$ are chosen  such that points $A, B, E$, and $D$ lie on one circle. The circumcircle of triangle $DEC$ intersects side $AB$ at points $X$ and $Y$. Prove that the midpoint of segment  $XY$ is the foot of the altitude of the triangle, drawn from point $C$.",['geometry']
14266875,"a) Find the minimum positive integer $k$ so that for every positive integers $(x, y) $, for which $x/y^2$ and $y/x^2$, then $xy/(x+y) ^k$
b) Find the minimum positive integer $l$ so that for every positive integers $(x, y, z) $, for which $x/y^2$, $y/z^2$ and $z/x^2$, then $xyz/(x+y+z)^l$",['number theory']
14271032,"A sphere is tangent to six edges of a regular tetrahedron. If the length of each edge is $a$, then the volume of the sphere is________.",['geometry']
14271926,"$C_0:x^2+y^2=1,C_1:\frac{x^2}{a^2}+\frac{y^2}{b^2}(a&gt;b&gt;0)$. Find all $(a,b)$ such that for any point $P$ on $C_1$, we can find a parallelogram with an apex $P$, and it is externally tangent to $C_0$, inscribed to $C_1$.",['geometry']
14271973,"In acute triangle $ABC$, $D,E$ are two points on side $BC$, satisfying that $\angle BAE=\angle CAF$. $FM\perp AB,EN\perp AC$ ($M,N$ are foot points). $AE$ intersects the circumcircle of $\triangle ABC$ at $D$. Prove that the area of $\triangle ABC$ and quadrilateral $AMDN$ are equal.",['geometry']
14271994,"Two sequences $(a_n)$ and $(b_n)$ satisfy that $a_0=1,a_1=4,a_2=49$, and
$\begin{cases}
a_{n+1}=7a_n+6b_n-3\\
b_{n+1}=8a_n+7b_n-4\\
\end{cases}$ for $n=0,1,2,\cdots,$.
Prove that $a_n$ is a perfect square for $n=0,1,2,\cdots,$.",['number theory']
14272121,"Prove that for any positive numbers $x,y$ it holds that $x^xy^y \ge x^yy^x$.",['algebra']
14272123,"Three sides of a trapezoid are equal, and a circle with the longer base as a diameter halves the two non-parallel sides. Find the angles of the trapezoid.",['geometry']
14272125,"Numbers $1992,1993, ... ,2000$ are written in a $3 \times 3$ table to form a magic square (i.e. the sums of numbers in rows, columns and big diagonals are all equal). Prove that the number in the center is $1996$. Which numbers are placed in the corners?",['algebra']
14272127,"Prove that, for each odd integer $n \ge 5$, the number $1^n+2^n+...+15^n$ is divisible by $480$.",['number theory']
14272128,"Suppose that $n$ triangles are given in the plane such that any three of them have a common vertex, but no four of them do. Find the greatest possible $n$.",['combinatorics']
14272131,"Let $p$ be a fixed prime. Find all pairs $(x,y)$ of positive numbers satisfying $p(x-y) = xy$.",['number theory']
14272132,For which positive $x$ does the expression $x^{1000}+x^{900}+x^{90}+x^6+\frac{1996}{x}$ attain the smallest value?,['algebra']
14272133,"An equilateral triangle of side$ 1$ is rotated around its center, yielding another equilareral triangle. Find the area of the intersection of these two triangles.",['geometry']
14272138,"Suppose that $n$ teterahedra are given in space such that any two of them have at least two common vertices, but any three have at most one common vertex. Find the greatest possible $n$.",['combinatorics']
14272143,Does there exist a positive integer such that its last digit is nonzero and that it becomes exactly two times bigger when the order of its digits is reversed?,['number theory']
14272151,"Three children wanted to make a table-game. For that purpose they wished to enumerate the $mn$ squares of an $m \times n$ game-board by the numbers $1, ... ,mn$ in such way that the numbers $1$ and $mn$ lie in the corners of the board and the squares with successive numbers have a common edge. The children agreed to place the initial square (with number $1$) in one of the corners but each child wanted to have the final square (with number $mn$ ) in different corner. For which numbers $m$ and $n$ is it possible to satisfy the wish of any of the children?",['combinatorics']
14272154,"John and Mary play the following game. First they choose integers $n &gt; m &gt; 0$ and put $n$ sweets on an empty table. Then they start to make moves alternately. A move consists of choosing a nonnegative integer $k\le m$ and taking $k$ sweets away from the table (if $k = 0$ , nothing happens in fact). In doing so no value for $k$ can be chosen more than once (by none of the players) or can be greater than the number of sweets at the table at the moment of choice. The game is over when one of the players can make no more moves.
John and Mary decided that at the beginning Mary chooses the numbers $m$ and $n$ and then John determines whether the performer of the last move wins or looses. Can Mary choose $m$ and $n$ in such way that independently of John’s decision she will be able to win?",['combinatorics']
14272167,"Prove that a positive integer $n$ is composite if and only if there exist positive integers $a,b,x,y$ such that $a+b = n$ and $\frac{x}{a}+\frac{y}{b}= 1$.",['number theory']
14272174,"Side lengths $a,b,c$ of a triangle satisfy $\frac{a^3+b^3+c^3}{a+b+c}= c^2$. Find the measure of the angle opposite to side $c$.",['geometry']
14272176,"Each diagonal of a convex pentagon is parallel to one of its sides. Prove that the ratio of the length of each diagonal to the length of the corresponding parallel side is the same, and find this ratio.",['geometry']
14272178,"Let be given $n\ge 3$ distinct points in the plane. Is it always possible to find a circle which passes through three of the points and contains none of the remaining points
(a) inside the circle.
(b) inside the circle or on its boundary?",['combinatorics']
14272183,"Six small circles of radius $1$ are drawn so that they are all tangent to a larger circle, and two of them are tangent to sides $BC$ and $AD$ of a rectangle $ABCD$ at their midpoints $K$ and $L$. Each of the remaining four small circles is tangent to two sides of the rectangle. The large circle is tangent to sides $AB$ and $CD$ of the rectangle and cuts the other two sides. Find the radius of the large circle.
https://cdn.artofproblemsolving.com/attachments/b/4/a134da78d709fe7162c48d6b5c40bd1016c355.png",['geometry']
14272185,"For positive integers $m$ and $n$ we define $T(m,n) = gcd \left(m, \frac{n}{gcd(m,n)} \right)$
(a) Prove that there are infinitely many pairs $(m,n)$ of positive integers for which $T(m,n) &gt; 1$ and $T(n,m) &gt; 1$.
(b) Do there exist positive integers $m,n$ such that $T(m,n) = T(n,m) &gt; 1$?",['number theory']
14272189,"A function $f$ satisfies the following condition for each $n\in N$: $f (1)+ f (2)+...+ f (n) = n^2 f (n)$.
Find $f (1997)$ if $f (1) = 999$.",['algebra']
14272191,A sphere is inscribed in a regular tetrahedron. Another regular tetrahedron is inscribed in the sphere. Find the ratio of the volumes of these two tetrahedra.,['geometry']
14272192,"There are $19$ lines in the plane dividing the plane into exactly $97$ pieces.
(a) Prove that among these pieces there is at least one triangle.
(b) Show that it is indeed possible to place $19$ lines in the above way.",['combinatorics']
14272196,"Find the length of the longer side of the rectangle on the picture, if the shorter side has length $1$ and the circles touch each other and the sides of the rectangle as shown.
https://cdn.artofproblemsolving.com/attachments/b/8/3986683247293bd089d8e83911309308ce0c3a.png",['geometry']
14272204,"There are six small circles in the figure with a radius of $1$ and tangent to a large circle and the sides of the $ABC$ of an equilateral triangle, where touch points are $K, L$ and $M$  respectively with the midpoints of  sides $AB, BC$ and $AC$. Find the radius of the large circle and the side of the triangle $ABC$.
https://cdn.artofproblemsolving.com/attachments/3/0/f858dcc5840759993ea2722fd9b9b15c18f491.png",['geometry']
14272227,Let $d_1$ and $d_2$ be divisors of a positive integer $n$. Suppose that the greatest common divisor of $d_1$ and $n/d_2$ and the greatest common divisor of $d_2$ and $n/d_1$ are equal. Show that $d_1 = d_2$.,['number theory']
14272230,"In a triangle $ABC, A_1,B_1,C_1$ are the midpoints of segments $BC,CA,AB, A_2,B_2,C_2$ are the midpoints of segments $B_1C_1,C_1A_1,A_1B_1$, and $A_3,B_3,C_3$ are the incenters of triangles $B_1AC_1,C_1BA_1,A_1CB_1$, respectively. Show that the lines $A_2A_3,B_2B_3$ and $C_2C_3$ are concurrent.",['geometry']
14272235,A function $f$ satisfies the conditions $f (x) \ne 0$ and $f (x+2) = f (x-1) f (x+5)$ for all real x. Show that $f (x+18) = f (x)$ for any real $x$.,['algebra']
14272239,"$a, b, c$ are real positive numbers for which $a+b+c=3$. Prove that $a^{12}+b^{12}+c^{12}+8(ab+bc+ca) \geq 27$",['algebra']
14272241,A real number $a$ satisfies the equality $\frac{1}{a} = a - [a]$. Prove that $a$ is irrational.,"['algebra', 'number theory']"
14272244,"A circle is divided into $n$ equal arcs by $n$ points. Assume that, no matter how we color the $n$ points in two colors, there always exists an axis of symmetry of the set of points such that any two of the $n$ points which are symmetric with respect to that axis have the same color. Find all possible values of $n$.",['combinatorics']
14272247,Solve the equation $x^2+1 = log_2(x+2)- 2x$.,['algebra']
14272249,Find all prime numbers of the form $10101...01$.,['number theory']
14272257,"In a triangle $ABC$, the bisector of the largest angle $\angle A$ meets $BC$ at point $D$. Let $E$ and $F$ be the feet of perpendiculars from $D$ to $AC$ and $AB$, respectively. Let $R$ denote the ratio between the areas of triangles $DEB$ and $DFC$.
(a) Prove that, for every real number $r &gt; 0$, one can construct a triangle ABC for which $R$ is equal to $r$.
(b) Prove that if $R$ is irrational, then at least one side length of $\vartriangle ABC$ is irrational.
(c) Give an example of a triangle $ABC$ with exactly two sides of irrational length, but with rational $R$.",['geometry']
14272264,Find all integers $n &gt; 2$ for which $(2n)! = (n-2)!n!(n+2)!$ .,['number theory']
14272269,"From an $n\times n$ square divided into $n^2$ unit squares, one corner unit square is cut off. Find all positive integers $n$ for which it is possible to tile the remaining part of the square with $L$-trominos.
https://cdn.artofproblemsolving.com/attachments/0/4/d13e6e7016d943b867f44375a2205b10ccf552.png",['combinatorics']
14272324,"Let $S$ be the incenter of the triangle $ABC$ and let the line $AS$ intersect the circumcircle of triangle $ABC$ at point $D$ ($D\ne A$). Prove that the segments $BD, CD$ and $SD$ are of equal length.",['geometry']
14272328,"If $(1+x+x^2)^{1000}=a_0+a_1x+a_2x^2+\cdots+a_{2000}x^{2000}$ ($a_0,a_1,\cdots,a_{2000}$ are coefficients), then the value of $a_0+a_3+a_6+\cdots+a_{1998}$ is
$\text{(A)}3^{333}\qquad\text{(B)}3^{666}\qquad\text{(C)}3^{999}\qquad\text{(D)}3^{2001}$",['algebra']
14272329,"Let $C$ and $D$ be two distinct points on a semicircle of diameter $AB$. Let $E$ be the intersection of $AC$ and $BD$, $F$ be the intersection of $AD$ and $BC$ and $X, Y$, and $Z$ are the midpoints of $AB, CD$, and $EF$, respectively. Prove that the points $X, Y,$ and $Z$ are collinear.",['geometry']
14272336,The vertices of the quadrilateral $ABCD$ lie on a single circle. The diagonals of this rectangle divide the angles of the rectangle at vertices $A$  and $B$ and divides the angles at vertices $C$ and $D$ in a $1: 2$ ratio. Find angles of the quadrilateral $ABCD$.,['geometry']
14272355,"Let  $K, L, M$, and $N$ be the midpoints of $CD,DA,AB$ and $BC$ of a square $ABCD$ respectively. Find the are of the triangles $AKB, BLC, CMD$ and $DNA$ if the square $ABCD$ has area $1$.",['geometry']
14272367,"The length of edge of cube $ABCD-A_1B_1C_1D_1$ is $1$, then the distance between lines $A_1C_1$ and $BD_1$ is________.",['geometry']
14272386,"The points $A, B, M$ and $N$ are on a circle with center $O$ such that the radii $OA$ and $OB$ are perpendicular to each other, and $MN$ is parallel to $AB$ and intersects the radius $OA$ at $P$. Find the radius of the circle if  $|MP|= 12$ and $|P N| = 2 \sqrt{14}$",['geometry']
14272391,"In triangle ABC, consider the sizes $\tan \angle A, \tan \angle B$, and $\tan \angle C$ into another such as the numbers $1, 2$ and $3$. Find the ratio of the sidelenghts $AC$ and $AB$ of the triangle.",['geometry']
14272407,"Let $E$ and $F$ be the midpoints of the lines $AB$ and $DA$ of a square $ABCD$, respectively and let $G$ be the intersection of  $DE$ with $CF$. Find the aspect ratio of sidelengths of the triangle $EGC$,    $| EG | : | GC | : | CE |$.",['geometry']
14272424,"The incircle of the triangle $ABC$, with the center $I$ , touches the sides $AB, AC$ and $BC$ in the points $K, L$ and $M$ respectively. Points $P$ and $Q$ are taken on the sides $AC$ and $BC$ respectively, such that $|AP| = |CL|$ and $|BQ| = |CM|$. Prove that the difference of areas of the figures $APIQB$ and $CPIQ$ is equal to the area of the quadrangle $CLIM$",['geometry']
14272437,"Find all pairs of integers ($a, b$) such that $a^2 + b = b^{1999}$ .",['number theory']
14272449,Find all values of $a$ such that absolute value of one of the roots of the equation $x^2 + (a - 2)x - 2a^2 + 5a - 3 = 0$ is twice of absolute value of the other root.,['algebra']
14272451,"$32$ stones, with pairwise different weights, and lever scales without weights are given. How to determine by $35$ scaling, which stone is the heaviest and which is the second by weight?","['algebra', 'combinatorics']"
14272452,Let $C$ be an interior point of line segment $AB$. Equilateral triangles $ADC$ and $CEB$ are constructed to the same side from $AB$. Find all points which can be the midpoint of the segment $DE$.,['geometry']
14272499,"Given are four distinct points $A, B, E, P$ so that $P$ is the middle of $AE$ and $B$ is on the segment $AP$. Let $k_1$ and $k_2$ be two circles passing through $A$ and $B$. Let $t_1$ and $t_2$ be the tangents of $k_1$ and $k_2$, respectively, to $A$.Let $C$ be the intersection point of $t_2$ and $k_1$ and $Q$ be the intersection point of $t_2$ and the circumscribed circle of the triangle $ECB$. Let $D$ be the intersection posit of $t_1$ and $k_2$ and $R$ be the intersection point of $t_1$ and the circumscribed circle of triangle $BDE$. Prove that $P, Q, R$ are collinear.",['geometry']
